countrybyYear,name,code,Year,pop
HTI1995,HAITI,HTI,1995,0.0
HTI1996,HAITI,HTI,1996,0.0
HTI2000,HAITI,HTI,2000,13642.0
HTI2009,HAITI,HTI,2009,0.0
HTI2010,HAITI,HTI,2010,0.0
HTI2011,HAITI,HTI,2011,0.0
HTI2012,HAITI,HTI,2012,240.0
HTI2013,HAITI,HTI,2013,0.0
HTI2017,HAITI,HTI,2017,1.0
HTI2018,HAITI,HTI,2018,90.0
HTI2019,HAITI,HTI,2019,92.0
HTI2020,HAITI,HTI,2020,1783.0
HTI2021,HAITI,HTI,2021,32.0
HTI2022,HAITI,HTI,2022,0.0
ID-AC2017,INDONESIA,ID-AC,2017,68407.0
ID-BA2004,INDONESIA,ID-BA,2004,68321.0
ID-BA2005,INDONESIA,ID-BA,2005,57311.0
ID-BE2005,INDONESIA,ID-BE,2005,95279.0
ID-BT2004,INDONESIA,ID-BT,2004,741.0
ID-JK2004,INDONESIA,ID-JK,2004,43.0
ID-JK2005,INDONESIA,ID-JK,2005,4826.0
ID-JT2004,INDONESIA,ID-JT,2004,79462.0
ID-KB2019,INDONESIA,ID-KB,2019,138127.0
ID-KR2013,INDONESIA,ID-KR,2013,112511.0
ID-LA2015,INDONESIA,ID-LA,2015,129650.0
ID-MU2014,INDONESIA,ID-MU,2014,100347.0
ID-PA2020,INDONESIA,ID-PA,2020,108303.0
ID-PA2021,INDONESIA,ID-PA,2021,73518.0
ID-PB2016,INDONESIA,ID-PB,2016,204171.0
ID-RI2012,INDONESIA,ID-RI,2012,90245.0
ID-YO2010,INDONESIA,ID-YO,2010,127619.0
ID-YO2011,INDONESIA,ID-YO,2011,65725.0
IDN1968,INDONESIA,IDN,1968,58.0
IDN1969,INDONESIA,IDN,1969,167.0
IDN1970,INDONESIA,IDN,1970,477.0
IDN1971,INDONESIA,IDN,1971,267.0
IDN1972,INDONESIA,IDN,1972,1400.0
IDN1973,INDONESIA,IDN,1973,10189.0
IDN1974,INDONESIA,IDN,1974,4586.0
IDN1975,INDONESIA,IDN,1975,4563.0
IDN1976,INDONESIA,IDN,1976,4548.0
IDN1977,INDONESIA,IDN,1977,7826.0
IDN1978,INDONESIA,IDN,1978,6989.0
IDN1979,INDONESIA,IDN,1979,3422.0
IDN1980,INDONESIA,IDN,1980,5007.0
IDN1981,INDONESIA,IDN,1981,5909.0
IDN1982,INDONESIA,IDN,1982,4665.0
IDN1983,INDONESIA,IDN,1983,13875.0
IDN1984,INDONESIA,IDN,1984,12710.0
IDN1985,INDONESIA,IDN,1985,13588.0
IDN1986,INDONESIA,IDN,1986,16529.0
IDN1987,INDONESIA,IDN,1987,23864.0
IDN1988,INDONESIA,IDN,1988,44573.0
IDN1989,INDONESIA,IDN,1989,10362.0
IDN1990,INDONESIA,IDN,1990,22807.0
IDN1991,INDONESIA,IDN,1991,21120.0
IDN1992,INDONESIA,IDN,1992,17620.0
IDN1993,INDONESIA,IDN,1993,17418.0
IDN1994,INDONESIA,IDN,1994,18783.0
IDN1995,INDONESIA,IDN,1995,35102.0
IDN1996,INDONESIA,IDN,1996,44650.0
IDN1997,INDONESIA,IDN,1997,30730.0
IDN1998,INDONESIA,IDN,1998,72133.0
IDN1999,INDONESIA,IDN,1999,21134.0
IDN2000,INDONESIA,IDN,2000,33443.0
IDN2001,INDONESIA,IDN,2001,45904.0
IDN2002,INDONESIA,IDN,2002,40377.0
IDN2003,INDONESIA,IDN,2003,51934.0
IDN2006,INDONESIA,IDN,2006,106425.0
IDN2007,INDONESIA,IDN,2007,157442.0
IDN2008,INDONESIA,IDN,2008,155607.0
IDN2009,INDONESIA,IDN,2009,156052.0
IN-AP2007,INDIA,IN-AP,2007,5530.0
IN-AP2008,INDIA,IN-AP,2008,12540.0
IN-DL2016,INDIA,IN-DL,2016,129166.0
IN-DL2017,INDIA,IN-DL,2017,188401.0
IN-DL2021,INDIA,IN-DL,2021,193245.0
IN-HP2022,INDIA,IN-HP,2022,233251.0
IN-LD2018,INDIA,IN-LD,2018,101192.0
IN-MH2011,INDIA,IN-MH,2011,18860.0
IN-NL2020,INDIA,IN-NL,2020,44585.0
IN-PY2010,INDIA,IN-PY,2010,1252.0
IN-TN2019,INDIA,IN-TN,2019,157315.0
IN-UP2012,INDIA,IN-UP,2012,37070.0
IN-UT2015,INDIA,IN-UT,2015,99913.0
IND1991,INDIA,IND,1991,6291.0
IND1992,INDIA,IND,1992,2683.0
IND1993,INDIA,IND,1993,11125.0
IND1994,INDIA,IND,1994,7494.0
IND1995,INDIA,IND,1995,7847.0
IND1996,INDIA,IND,1996,16517.0
IND1997,INDIA,IND,1997,1177.0
IND1998,INDIA,IND,1998,707.0
IND1999,INDIA,IND,1999,944.0
IND2000,INDIA,IND,2000,650.0
IND2001,INDIA,IND,2001,3306.0
IND2002,INDIA,IND,2002,1926.0
IND2003,INDIA,IND,2003,12754.0
IND2004,INDIA,IND,2004,4153.0
IND2005,INDIA,IND,2005,11985.0
IND2006,INDIA,IND,2006,12317.0
IND2009,INDIA,IND,2009,15535.0
JAM1960,JAMAICA,JAM,1960,0.0
JAM1961,JAMAICA,JAM,1961,0.0
JAM1962,JAMAICA,JAM,1962,0.0
JAM1963,JAMAICA,JAM,1963,1578.0
JAM1964,JAMAICA,JAM,1964,156.0
JAM1965,JAMAICA,JAM,1965,35.0
JAM1966,JAMAICA,JAM,1966,6.0
JAM1967,JAMAICA,JAM,1967,6.0
JAM1968,JAMAICA,JAM,1968,367.0
JAM1969,JAMAICA,JAM,1969,545.0
JAM1970,JAMAICA,JAM,1970,31.0
JAM1971,JAMAICA,JAM,1971,14.0
JAM1972,JAMAICA,JAM,1972,4.0
JAM1973,JAMAICA,JAM,1973,3.0
JAM1974,JAMAICA,JAM,1974,2.0
JAM1975,JAMAICA,JAM,1975,1.0
JAM1980,JAMAICA,JAM,1980,9.0
JAM1981,JAMAICA,JAM,1981,0.0
JAM1982,JAMAICA,JAM,1982,21.0
JAM1983,JAMAICA,JAM,1983,72.0
JAM1984,JAMAICA,JAM,1984,12.0
JAM1985,JAMAICA,JAM,1985,3.0
JAM1986,JAMAICA,JAM,1986,3.0
JAM1987,JAMAICA,JAM,1987,3.0
JAM1988,JAMAICA,JAM,1988,6.0
JAM1989,JAMAICA,JAM,1989,32.0
JAM1990,JAMAICA,JAM,1990,9.0
JAM1991,JAMAICA,JAM,1991,5.0
JAM1992,JAMAICA,JAM,1992,296.0
JAM1993,JAMAICA,JAM,1993,0.0
JAM1994,JAMAICA,JAM,1994,4.0
JAM1995,JAMAICA,JAM,1995,1992.0
JAM1996,JAMAICA,JAM,1996,46.0
JAM1997,JAMAICA,JAM,1997,16.0
JAM1998,JAMAICA,JAM,1998,1551.0
JAM1999,JAMAICA,JAM,1999,24.0
JAM2000,JAMAICA,JAM,2000,25.0
JAM2001,JAMAICA,JAM,2001,39.0
JAM2002,JAMAICA,JAM,2002,90.0
JAM2003,JAMAICA,JAM,2003,52.0
JAM2004,JAMAICA,JAM,2004,9.0
JAM2005,JAMAICA,JAM,2005,46.0
JAM2006,JAMAICA,JAM,2006,79.0
JAM2007,JAMAICA,JAM,2007,1448.0
JAM2008,JAMAICA,JAM,2008,359.0
JAM2009,JAMAICA,JAM,2009,70.0
JAM2010,JAMAICA,JAM,2010,2827.0
JAM2011,JAMAICA,JAM,2011,408.0
JAM2012,JAMAICA,JAM,2012,4670.0
JAM2013,JAMAICA,JAM,2013,863.0
JAM2014,JAMAICA,JAM,2014,878.0
JAM2015,JAMAICA,JAM,2015,29.0
JAM2016,JAMAICA,JAM,2016,1652.0
JAM2017,JAMAICA,JAM,2017,219.0
JAM2018,JAMAICA,JAM,2018,1034.0
JAM2019,JAMAICA,JAM,2019,7382.0
JAM2020,JAMAICA,JAM,2020,853.0
JAM2021,JAMAICA,JAM,2021,76.0
JAM2022,JAMAICA,JAM,2022,80.0
JPN1999,JAPAN,JPN,1999,9.0
JPN2000,JAPAN,JPN,2000,18.0
JPN2001,JAPAN,JPN,2001,50.0
JPN2002,JAPAN,JPN,2002,52.0
JPN2003,JAPAN,JPN,2003,32.0
JPN2004,JAPAN,JPN,2004,49.0
JPN2005,JAPAN,JPN,2005,74.0
JPN2006,JAPAN,JPN,2006,58.0
JPN2007,JAPAN,JPN,2007,89.0
JPN2008,JAPAN,JPN,2008,101.0
JPN2009,JAPAN,JPN,2009,92.0
JPN2010,JAPAN,JPN,2010,145.0
JPN2013,JAPAN,JPN,2013,249.0
JPN2014,JAPAN,JPN,2014,341.0
JPN2015,JAPAN,JPN,2015,293.0
JPN2016,JAPAN,JPN,2016,338.0
JPN2017,JAPAN,JPN,2017,245.0
JPN2018,JAPAN,JPN,2018,201.0
JPN2019,JAPAN,JPN,2019,463.0
KH-11998,CAMBODIA,KH-1,1998,16248.0
KH-12001,CAMBODIA,KH-1,2001,10569.0
KH-12002,CAMBODIA,KH-1,2002,12471.0
KH-12004,CAMBODIA,KH-1,2004,10049.0
KH-12005,CAMBODIA,KH-1,2005,9042.0
KH-12008,CAMBODIA,KH-1,2008,9823.0
KHM1980,CAMBODIA,KHM,1980,419.0
KHM1981,CAMBODIA,KHM,1981,498.0
KHM1982,CAMBODIA,KHM,1982,711.0
KHM1983,CAMBODIA,KHM,1983,3545.0
KHM1984,CAMBODIA,KHM,1984,647.0
KHM1985,CAMBODIA,KHM,1985,5980.0
KHM1986,CAMBODIA,KHM,1986,2129.0
KHM1987,CAMBODIA,KHM,1987,3716.0
KHM1988,CAMBODIA,KHM,1988,1981.0
KHM1989,CAMBODIA,KHM,1989,2237.0
KHM1990,CAMBODIA,KHM,1990,7247.0
KHM1991,CAMBODIA,KHM,1991,1882.0
KHM1992,CAMBODIA,KHM,1992,4695.0
KHM1993,CAMBODIA,KHM,1993,3913.0
KHM1994,CAMBODIA,KHM,1994,1498.0
KHM1995,CAMBODIA,KHM,1995,10428.0
KHM1996,CAMBODIA,KHM,1996,1433.0
KHM1997,CAMBODIA,KHM,1997,4224.0
KHM1999,CAMBODIA,KHM,1999,1530.0
KHM2000,CAMBODIA,KHM,2000,3148.0
KHM2003,CAMBODIA,KHM,2003,12081.0
KHM2006,CAMBODIA,KHM,2006,16669.0
KHM2007,CAMBODIA,KHM,2007,39851.0
KHM2009,CAMBODIA,KHM,2009,11699.0
KHM2010,CAMBODIA,KHM,2010,12500.0
KHM2011,CAMBODIA,KHM,2011,31337.0
KHM2012,CAMBODIA,KHM,2012,42352.0
KHM2013,CAMBODIA,KHM,2013,34835.0
KHM2014,CAMBODIA,KHM,2014,7401.0
KHM2015,CAMBODIA,KHM,2015,30466.0
KHM2016,CAMBODIA,KHM,2016,14689.0
KHM2017,CAMBODIA,KHM,2017,9698.0
KHM2018,CAMBODIA,KHM,2018,34871.0
KHM2019,CAMBODIA,KHM,2019,136871.0
KHM2020,CAMBODIA,KHM,2020,11792.0
KHM2021,CAMBODIA,KHM,2021,1903.0
KHM2022,CAMBODIA,KHM,2022,12581.0
KIR1979,KIRIBATI,KIR,1979,44.0
KIR1980,KIRIBATI,KIR,1980,808.0
KIR1981,KIRIBATI,KIR,1981,109.0
KIR1982,KIRIBATI,KIR,1982,11.0
KIR1988,KIRIBATI,KIR,1988,45.0
KIR1990,KIRIBATI,KIR,1990,0.0
KIR1991,KIRIBATI,KIR,1991,0.0
KIR1992,KIRIBATI,KIR,1992,0.0
KIR1993,KIRIBATI,KIR,1993,0.0
KIR1994,KIRIBATI,KIR,1994,0.0
KIR2000,KIRIBATI,KIR,2000,0.0
KIR2001,KIRIBATI,KIR,2001,0.0
KIR2002,KIRIBATI,KIR,2002,483.0
KIR2003,KIRIBATI,KIR,2003,1660.0
KIR2004,KIRIBATI,KIR,2004,0.0
KIR2005,KIRIBATI,KIR,2005,0.0
KIR2006,KIRIBATI,KIR,2006,0.0
KIR2007,KIRIBATI,KIR,2007,0.0
KIR2008,KIRIBATI,KIR,2008,831.0
KIR2009,KIRIBATI,KIR,2009,7.0
KIR2010,KIRIBATI,KIR,2010,20.0
KIR2011,KIRIBATI,KIR,2011,4.0
KIR2016,KIRIBATI,KIR,2016,0.0
KIR2017,KIRIBATI,KIR,2017,40.0
KIR2018,KIRIBATI,KIR,2018,3392.0
KIR2019,KIRIBATI,KIR,2019,2.0
KIR2020,KIRIBATI,KIR,2020,0.0
KIR2021,KIRIBATI,KIR,2021,2.0
KIR2022,KIRIBATI,KIR,2022,2662.0
KIR2023,KIRIBATI,KIR,2023,8384.0
KNA1960,SAINT KITTS AND NEVIS,KNA,1960,0.0
KNA1961,SAINT KITTS AND NEVIS,KNA,1961,0.0
KNA1962,SAINT KITTS AND NEVIS,KNA,1962,0.0
KNA1963,SAINT KITTS AND NEVIS,KNA,1963,0.0
KNA1964,SAINT KITTS AND NEVIS,KNA,1964,751.0
KNA1965,SAINT KITTS AND NEVIS,KNA,1965,0.0
KNA1966,SAINT KITTS AND NEVIS,KNA,1966,0.0
KNA1967,SAINT KITTS AND NEVIS,KNA,1967,0.0
KNA1969,SAINT KITTS AND NEVIS,KNA,1969,0.0
KNA1970,SAINT KITTS AND NEVIS,KNA,1970,0.0
KNA1978,SAINT KITTS AND NEVIS,KNA,1978,390.0
KNA1980,SAINT KITTS AND NEVIS,KNA,1980,0.0
KNA1981,SAINT KITTS AND NEVIS,KNA,1981,23.0
KNA1982,SAINT KITTS AND NEVIS,KNA,1982,0.0
KNA1983,SAINT KITTS AND NEVIS,KNA,1983,0.0
KNA1984,SAINT KITTS AND NEVIS,KNA,1984,0.0
KNA1985,SAINT KITTS AND NEVIS,KNA,1985,2.0
KNA1986,SAINT KITTS AND NEVIS,KNA,1986,0.0
KNA1987,SAINT KITTS AND NEVIS,KNA,1987,0.0
KNA1988,SAINT KITTS AND NEVIS,KNA,1988,0.0
KNA1989,SAINT KITTS AND NEVIS,KNA,1989,0.0
KNA1990,SAINT KITTS AND NEVIS,KNA,1990,0.0
KNA1991,SAINT KITTS AND NEVIS,KNA,1991,8.0
KNA1992,SAINT KITTS AND NEVIS,KNA,1992,0.0
KNA1993,SAINT KITTS AND NEVIS,KNA,1993,1.0
KNA1994,SAINT KITTS AND NEVIS,KNA,1994,8.0
KNA1995,SAINT KITTS AND NEVIS,KNA,1995,27.0
KNA1996,SAINT KITTS AND NEVIS,KNA,1996,6.0
KNA1997,SAINT KITTS AND NEVIS,KNA,1997,0.0
KNA1999,SAINT KITTS AND NEVIS,KNA,1999,1.0
KNA2000,SAINT KITTS AND NEVIS,KNA,2000,5.0
KNA2001,SAINT KITTS AND NEVIS,KNA,2001,89.0
KNA2002,SAINT KITTS AND NEVIS,KNA,2002,20.0
KNA2003,SAINT KITTS AND NEVIS,KNA,2003,2.0
KNA2004,SAINT KITTS AND NEVIS,KNA,2004,4.0
KNA2005,SAINT KITTS AND NEVIS,KNA,2005,1.0
KNA2006,SAINT KITTS AND NEVIS,KNA,2006,1.0
KNA2007,SAINT KITTS AND NEVIS,KNA,2007,0.0
KNA2008,SAINT KITTS AND NEVIS,KNA,2008,49.0
KNA2009,SAINT KITTS AND NEVIS,KNA,2009,2.0
KNA2010,SAINT KITTS AND NEVIS,KNA,2010,19.0
KNA2011,SAINT KITTS AND NEVIS,KNA,2011,47.0
KNA2012,SAINT KITTS AND NEVIS,KNA,2012,2.0
KNA2013,SAINT KITTS AND NEVIS,KNA,2013,100.0
KNA2015,SAINT KITTS AND NEVIS,KNA,2015,0.0
KNA2016,SAINT KITTS AND NEVIS,KNA,2016,0.0
KNA2017,SAINT KITTS AND NEVIS,KNA,2017,0.0
KNA2018,SAINT KITTS AND NEVIS,KNA,2018,6.0
KNA2019,SAINT KITTS AND NEVIS,KNA,2019,40.0
KNA2020,SAINT KITTS AND NEVIS,KNA,2020,2.0
KNA2021,SAINT KITTS AND NEVIS,KNA,2021,0.0
KNA2022,SAINT KITTS AND NEVIS,KNA,2022,0.0
LA-AT2004,LAO PEOPLE'S DEMOCRATIC REPUBLIC,LA-AT,2004,1213.0
LA-AT2006,LAO PEOPLE'S DEMOCRATIC REPUBLIC,LA-AT,2006,77.0
LA-AT2007,LAO PEOPLE'S DEMOCRATIC REPUBLIC,LA-AT,2007,1291.0
LA-AT2009,LAO PEOPLE'S DEMOCRATIC REPUBLIC,LA-AT,2009,91.0
LA-LM2004,LAO PEOPLE'S DEMOCRATIC REPUBLIC,LA-LM,2004,2759.0
LA-LM2005,LAO PEOPLE'S DEMOCRATIC REPUBLIC,LA-LM,2005,6152.0
LA-LM2006,LAO PEOPLE'S DEMOCRATIC REPUBLIC,LA-LM,2006,7037.0
LA-LM2007,LAO PEOPLE'S DEMOCRATIC REPUBLIC,LA-LM,2007,4100.0
LA-LM2008,LAO PEOPLE'S DEMOCRATIC REPUBLIC,LA-LM,2008,4487.0
LA-LM2009,LAO PEOPLE'S DEMOCRATIC REPUBLIC,LA-LM,2009,7713.0
LAO1979,LAO PEOPLE'S DEMOCRATIC REPUBLIC,LAO,1979,927.0
LAO1980,LAO PEOPLE'S DEMOCRATIC REPUBLIC,LAO,1980,1807.0
LAO1981,LAO PEOPLE'S DEMOCRATIC REPUBLIC,LAO,1981,486.0
LAO1983,LAO PEOPLE'S DEMOCRATIC REPUBLIC,LAO,1983,204.0
LAO1984,LAO PEOPLE'S DEMOCRATIC REPUBLIC,LAO,1984,22.0
LAO1985,LAO PEOPLE'S DEMOCRATIC REPUBLIC,LAO,1985,1774.0
LAO1986,LAO PEOPLE'S DEMOCRATIC REPUBLIC,LAO,1986,365.0
LAO1987,LAO PEOPLE'S DEMOCRATIC REPUBLIC,LAO,1987,9699.0
LAO1988,LAO PEOPLE'S DEMOCRATIC REPUBLIC,LAO,1988,1212.0
LAO1990,LAO PEOPLE'S DEMOCRATIC REPUBLIC,LAO,1990,60.0
LAO1991,LAO PEOPLE'S DEMOCRATIC REPUBLIC,LAO,1991,249.0
LAO1992,LAO PEOPLE'S DEMOCRATIC REPUBLIC,LAO,1992,265.0
LAO1993,LAO PEOPLE'S DEMOCRATIC REPUBLIC,LAO,1993,343.0
LAO1994,LAO PEOPLE'S DEMOCRATIC REPUBLIC,LAO,1994,2585.0
LAO1995,LAO PEOPLE'S DEMOCRATIC REPUBLIC,LAO,1995,7781.0
LAO1996,LAO PEOPLE'S DEMOCRATIC REPUBLIC,LAO,1996,8197.0
LAO1997,LAO PEOPLE'S DEMOCRATIC REPUBLIC,LAO,1997,3411.0
LAO1998,LAO PEOPLE'S DEMOCRATIC REPUBLIC,LAO,1998,7671.0
LAO1999,LAO PEOPLE'S DEMOCRATIC REPUBLIC,LAO,1999,2507.0
LAO2000,LAO PEOPLE'S DEMOCRATIC REPUBLIC,LAO,2000,1377.0
LAO2001,LAO PEOPLE'S DEMOCRATIC REPUBLIC,LAO,2001,3968.0
LAO2002,LAO PEOPLE'S DEMOCRATIC REPUBLIC,LAO,2002,9176.0
LAO2003,LAO PEOPLE'S DEMOCRATIC REPUBLIC,LAO,2003,17690.0
LAO2010,LAO PEOPLE'S DEMOCRATIC REPUBLIC,LAO,2010,22929.0
LAO2011,LAO PEOPLE'S DEMOCRATIC REPUBLIC,LAO,2011,3816.0
LAO2012,LAO PEOPLE'S DEMOCRATIC REPUBLIC,LAO,2012,10146.0
LAO2013,LAO PEOPLE'S DEMOCRATIC REPUBLIC,LAO,2013,50475.0
LAO2014,LAO PEOPLE'S DEMOCRATIC REPUBLIC,LAO,2014,3638.0
LAO2015,LAO PEOPLE'S DEMOCRATIC REPUBLIC,LAO,2015,3745.0
LAO2016,LAO PEOPLE'S DEMOCRATIC REPUBLIC,LAO,2016,11254.0
LAO2017,LAO PEOPLE'S DEMOCRATIC REPUBLIC,LAO,2017,22099.0
LAO2018,LAO PEOPLE'S DEMOCRATIC REPUBLIC,LAO,2018,12764.0
LAO2019,LAO PEOPLE'S DEMOCRATIC REPUBLIC,LAO,2019,77986.0
LAO2020,LAO PEOPLE'S DEMOCRATIC REPUBLIC,LAO,2020,7692.0
LAO2021,LAO PEOPLE'S DEMOCRATIC REPUBLIC,LAO,2021,1340.0
LAO2022,LAO PEOPLE'S DEMOCRATIC REPUBLIC,LAO,2022,29014.0
LCA1960,SAINT LUCIA,LCA,1960,0.0
LCA1980,SAINT LUCIA,LCA,1980,6.0
LCA1981,SAINT LUCIA,LCA,1981,0.0
LCA1982,SAINT LUCIA,LCA,1982,31.0
LCA1983,SAINT LUCIA,LCA,1983,0.0
LCA1984,SAINT LUCIA,LCA,1984,0.0
LCA1985,SAINT LUCIA,LCA,1985,0.0
LCA1986,SAINT LUCIA,LCA,1986,328.0
LCA1987,SAINT LUCIA,LCA,1987,1.0
LCA1988,SAINT LUCIA,LCA,1988,2.0
LCA1989,SAINT LUCIA,LCA,1989,4.0
LCA1990,SAINT LUCIA,LCA,1990,2.0
LCA1991,SAINT LUCIA,LCA,1991,4.0
LCA1992,SAINT LUCIA,LCA,1992,0.0
LCA1993,SAINT LUCIA,LCA,1993,5.0
LCA1994,SAINT LUCIA,LCA,1994,0.0
LCA1995,SAINT LUCIA,LCA,1995,52.0
LCA1996,SAINT LUCIA,LCA,1996,65.0
LCA1997,SAINT LUCIA,LCA,1997,15.0
LCA1998,SAINT LUCIA,LCA,1998,4.0
LCA1999,SAINT LUCIA,LCA,1999,3.0
LCA2000,SAINT LUCIA,LCA,2000,0.0
LCA2001,SAINT LUCIA,LCA,2001,292.0
LCA2002,SAINT LUCIA,LCA,2002,51.0
LCA2003,SAINT LUCIA,LCA,2003,5.0
LCA2004,SAINT LUCIA,LCA,2004,11.0
LCA2005,SAINT LUCIA,LCA,2005,2.0
LCA2006,SAINT LUCIA,LCA,2006,30.0
LCA2007,SAINT LUCIA,LCA,2007,39.0
LCA2008,SAINT LUCIA,LCA,2008,98.0
LCA2009,SAINT LUCIA,LCA,2009,18.0
LCA2010,SAINT LUCIA,LCA,2010,74.0
LCA2011,SAINT LUCIA,LCA,2011,585.0
LCA2012,SAINT LUCIA,LCA,2012,10.0
LCA2013,SAINT LUCIA,LCA,2013,234.0
LCA2014,SAINT LUCIA,LCA,2014,6.0
LCA2015,SAINT LUCIA,LCA,2015,2.0
LCA2017,SAINT LUCIA,LCA,2017,11.0
LCA2018,SAINT LUCIA,LCA,2018,90.0
LCA2019,SAINT LUCIA,LCA,2019,20.0
LCA2020,SAINT LUCIA,LCA,2020,1318.0
LCA2021,SAINT LUCIA,LCA,2021,33.0
LCA2022,SAINT LUCIA,LCA,2022,15.0
LK-321997,SRI LANKA,LK-32,1997,981.0
LKA1965,SRI LANKA,LKA,1965,2.0
LKA1966,SRI LANKA,LKA,1966,13.0
LKA1967,SRI LANKA,LKA,1967,29.0
LKA1968,SRI LANKA,LKA,1968,7.0
LKA1969,SRI LANKA,LKA,1969,1.0
LKA1970,SRI LANKA,LKA,1970,2.0
LKA1971,SRI LANKA,LKA,1971,3.0
LKA1972,SRI LANKA,LKA,1972,8.0
LKA1977,SRI LANKA,LKA,1977,4.0
LKA1985,SRI LANKA,LKA,1985,0.0
LKA1986,SRI LANKA,LKA,1986,0.0
LKA1987,SRI LANKA,LKA,1987,0.0
LKA1988,SRI LANKA,LKA,1988,10.0
LKA1989,SRI LANKA,LKA,1989,203.0
LKA1990,SRI LANKA,LKA,1990,1350.0
LKA1991,SRI LANKA,LKA,1991,1048.0
LKA1992,SRI LANKA,LKA,1992,656.0
LKA1993,SRI LANKA,LKA,1993,750.0
LKA1994,SRI LANKA,LKA,1994,582.0
LKA1995,SRI LANKA,LKA,1995,440.0
LKA1996,SRI LANKA,LKA,1996,1298.0
LKA1998,SRI LANKA,LKA,1998,1275.0
LKA1999,SRI LANKA,LKA,1999,1688.0
LKA2000,SRI LANKA,LKA,2000,3343.0
LKA2001,SRI LANKA,LKA,2001,4304.0
LKA2002,SRI LANKA,LKA,2002,8931.0
LKA2003,SRI LANKA,LKA,2003,4749.0
LKA2004,SRI LANKA,LKA,2004,15463.0
LKA2005,SRI LANKA,LKA,2005,5994.0
LKA2006,SRI LANKA,LKA,2006,11980.0
LKA2007,SRI LANKA,LKA,2007,7314.0
LKA2008,SRI LANKA,LKA,2008,6555.0
LKA2009,SRI LANKA,LKA,2009,35010.0
LKA2010,SRI LANKA,LKA,2010,33988.0
LKA2011,SRI LANKA,LKA,2011,27614.0
LKA2012,SRI LANKA,LKA,2012,43783.0
LKA2013,SRI LANKA,LKA,2013,30450.0
LKA2014,SRI LANKA,LKA,2014,45535.0
LKA2015,SRI LANKA,LKA,2015,27702.0
LKA2016,SRI LANKA,LKA,2016,50954.0
LKA2017,SRI LANKA,LKA,2017,176272.0
LKA2018,SRI LANKA,LKA,2018,49629.0
LKA2019,SRI LANKA,LKA,2019,96045.0
LKA2020,SRI LANKA,LKA,2020,30747.0
LKA2021,SRI LANKA,LKA,2021,23647.0
LKA2022,SRI LANKA,LKA,2022,41329.0
MAC2000,MACAU,MAC,2000,0.0
MAC2001,MACAU,MAC,2001,1418.0
MAC2002,MACAU,MAC,2002,2.0
MAC2003,MACAU,MAC,2003,28.0
MAC2004,MACAU,MAC,2004,2.0
MAC2005,MACAU,MAC,2005,0.0
MAC2006,MACAU,MAC,2006,6.0
MAC2007,MACAU,MAC,2007,14.0
MAC2008,MACAU,MAC,2008,3.0
MAC2010,MACAU,MAC,2010,6.0
MAC2013,MACAU,MAC,2013,9.0
MAC2014,MACAU,MAC,2014,17.0
MAC2015,MACAU,MAC,2015,3.0
MAC2016,MACAU,MAC,2016,11.0
MAC2017,MACAU,MAC,2017,17.0
MAC2018,MACAU,MAC,2018,18.0
MAF2009,SAINT MARTIN,MAF,2009,1698.0
MAF2010,SAINT MARTIN,MAF,2010,2450.0
MAF2011,SAINT MARTIN,MAF,2011,168.0
MAF2012,SAINT MARTIN,MAF,2012,313.0
MAF2013,SAINT MARTIN,MAF,2013,3095.0
MAF2014,SAINT MARTIN,MAF,2014,3.0
MAF2015,SAINT MARTIN,MAF,2015,0.0
MAF2016,SAINT MARTIN,MAF,2016,0.0
MAF2017,SAINT MARTIN,MAF,2017,157.0
MAF2018,SAINT MARTIN,MAF,2018,105.0
MAF2019,SAINT MARTIN,MAF,2019,120.0
MAF2020,SAINT MARTIN,MAF,2020,2692.0
MAF2021,SAINT MARTIN,MAF,2021,172.0
MAF2022,SAINT MARTIN,MAF,2022,0.0
MDV1985,MALDIVES,MDV,1985,0.0
MDV1986,MALDIVES,MDV,1986,0.0
MDV1987,MALDIVES,MDV,1987,0.0
MDV1988,MALDIVES,MDV,1988,2054.0
MDV1989,MALDIVES,MDV,1989,0.0
MDV1990,MALDIVES,MDV,1990,0.0
MDV1991,MALDIVES,MDV,1991,0.0
MDV1992,MALDIVES,MDV,1992,0.0
MDV1993,MALDIVES,MDV,1993,0.0
MDV1994,MALDIVES,MDV,1994,0.0
MDV1995,MALDIVES,MDV,1995,0.0
MDV1996,MALDIVES,MDV,1996,0.0
MDV1997,MALDIVES,MDV,1997,3.0
MDV1998,MALDIVES,MDV,1998,1750.0
MDV1999,MALDIVES,MDV,1999,118.0
MDV2000,MALDIVES,MDV,2000,180.0
MDV2001,MALDIVES,MDV,2001,73.0
MDV2002,MALDIVES,MDV,2002,27.0
MDV2003,MALDIVES,MDV,2003,38.0
MDV2004,MALDIVES,MDV,2004,742.0
MDV2005,MALDIVES,MDV,2005,1126.0
MDV2006,MALDIVES,MDV,2006,5545.0
MDV2007,MALDIVES,MDV,2007,3351.0
MDV2008,MALDIVES,MDV,2008,3300.0
MDV2009,MALDIVES,MDV,2009,1619.0
MDV2010,MALDIVES,MDV,2010,1000.0
MDV2011,MALDIVES,MDV,2011,2909.0
MDV2012,MALDIVES,MDV,2012,1083.0
MDV2013,MALDIVES,MDV,2013,725.0
MDV2014,MALDIVES,MDV,2014,824.0
